House,Predicted,Target,Exe_time,RMSE,Perc_error
24bc57fa-ba23-4374-ac51-d434e6bf410f,2082.5153261235064,1987.0,18.90932297706604,95.515326123506384,0.048070118834175335
5855a906-aefa-4ae0-be10-80aa587ee982,2434.810576365893,2920.0,13.64975881576538,485.18942363410679,-0.1661607615185297
989f9066-5eec-4d2e-b684-c631a9937243,2802.7086465490847,2894.0,20.672247886657715,91.291353450915267,-0.0315450426575381
a111a354-2b38-4f9f-a3c8-23dccec3e4e6,2001.2543238083178,3036.0,19.302698850631714,1034.7456761916822,-0.3408253215387622
a1ae3f44-5878-4d30-898d-4dd4b33f8cfa,3133.2483859104445,4358.0,17.284109830856323,1224.7516140895555,-0.28103524875850283
ae7a28a6-02bc-4fa6-858b-ab1a6dc5a99f,2490.5890784214835,2240.0,22.914652109146118,250.58907842148346,0.11187012429530512
b718aabc-6b8a-42c9-920e-3378addd5810-P,2743.519001672427,2947.0,21.27789282798767,203.48099832757316,-0.0690468267144802
b817e6c4-4176-4211-a5c8-77b54fe2e04e,2910.8418739768977,2398.0,12.429094076156616,512.84187397689766,0.21386233276768044
ba9b993d-c107-451f-9ba2-c6c8a79a18a2,2103.0832539483085,2390.0,15.724209070205688,286.91674605169146,-0.120048847720373
